BirthMean_ALL,BirthSTD_ALL,DeathMean_ALL,DeathSTD_ALL,LifeMean_ALL,LifeSTD_ALL,NumBar_ALL,NumPrev_ALL,NumNext_ALL,DistQ0_ALL,DistQ1_ALL,DistQ2_ALL,DistQ3_ALL,DistQ4_ALL,CosSimQ0_ALL,CosSimQ1_ALL,CosSimQ2_ALL,CosSimQ3_ALL,CosSimQ4_ALL
0.5,0.6123724356957945,2.5,0.6123724356957945,2.0,1.0,4,2,2,0.0,1.455944879300869,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.8574929257125441,0.8802905187970365,0.9486832980505138,0.969311119650593,1.0
0.6,0.9695359714832659,2.2,1.0295630140987,1.6,1.1575836902790226,5,3,3,0.0,1.5811388300841898,2.5,2.5,3.5355339059327378,0.7682212795973759,0.8089766546244702,0.9486832980505138,0.9871708245126285,1.0
0.375,0.649519052838329,2.25,1.0307764064044151,1.875,1.1388041973930374,4,3,2,0.0,1.5811388300841898,2.040569415042095,2.5,2.5,0.8574929257125441,0.8574929257125441,0.928746462856272,1.0,1.0
0.16666666666666666,0.23570226039551584,2.5,0.7071067811865476,2.3333333333333335,0.9428090415820634,3,2,2,0.0,0.7905694150420949,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9743416490252569,1.0
1.0,1.224744871391589,2.5,1.0,1.5,1.224744871391589,5,3,4,0.0,2.5,2.5,2.5,3.5355339059327378,0.7682212795973759,0.7682212795973759,0.7682212795973759,1.0,1.0
0.75,0.75,2.75,0.25,2.0,1.0,4,2,2,0.0,0.39528470752104744,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.8574929257125441,0.8574929257125441,0.8574929257125441,0.9643732314281358,1.0
0.25,0.25,2.25,0.75,2.0,1.0,4,2,2,0.0,0.39528470752104744,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9871708245126285,1.0
0.0,0.0,1.75,1.25,1.75,1.25,4,4,2,0.0,0.625,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,3.0,0.0,3.0,0.0,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,2.75,0.25,2.75,0.25,2,2,1,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
0.8333333333333334,1.178511301977579,2.5,0.7071067811865476,1.6666666666666667,1.0274023338281628,3,2,2,1.5,2.0,2.5,2.707737973711325,2.9154759474226504,0.7682212795973759,0.7682212795973759,0.7682212795973759,0.884110639798688,1.0
0.5,0.7071067811865476,2.1666666666666665,1.178511301977579,1.6666666666666667,1.0274023338281628,3,2,2,1.5,2.0,2.5,2.707737973711325,2.9154759474226504,0.8944271909999159,0.8944271909999159,0.8944271909999159,0.9472135954999579,1.0
0.25,0.25,3.0,0.0,2.75,0.25,2,1,2,0.5,0.5,0.5,0.5,0.5,0.9863939238321437,0.9863939238321437,0.9863939238321437,0.9863939238321437,0.9863939238321437
0.0,0.0,2.75,0.25,2.75,0.25,2,2,1,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,2.25,0.75,2.25,0.75,2,2,1,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.75,1.25,1.75,1.25,2,2,1,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,3.0,0.0,3.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.25,1.25,3.0,0.0,1.75,1.25,2,1,2,2.5,2.5,2.5,2.5,2.5,0.7682212795973759,0.7682212795973759,0.7682212795973759,0.7682212795973759,0.7682212795973759
1.3333333333333333,1.0274023338281628,2.8333333333333335,0.23570226039551584,1.5,1.0801234497346435,3,1,2,1.118033988749895,1.3495864094170424,1.5811388300841898,2.040569415042095,2.5,0.7682212795973759,0.81285710265496,0.8574929257125441,0.9228046973337132,0.9881164689548824
0.6666666666666666,0.6236095644623235,2.3333333333333335,0.6236095644623235,1.6666666666666667,0.9428090415820634,3,1,1,1.4142135623730951,1.4976761962286425,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.8574929257125441,0.9030881118815289,0.9486832980505138,0.9624351791172332,0.9761870601839526
0.16666666666666666,0.23570226039551584,1.6666666666666667,1.0274023338281628,1.5,1.0801234497346435,3,2,1,1.118033988749895,1.3495864094170424,1.5811388300841898,2.040569415042095,2.5,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9743416490252569,1.0
0.0,0.0,1.75,1.25,1.75,1.25,2,2,1,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0
1.25,1.25,3.0,0.0,1.75,1.25,2,1,2,2.5,2.5,2.5,2.5,2.5,0.7682212795973759,0.7682212795973759,0.7682212795973759,0.7682212795973759,0.7682212795973759
0.75,0.75,2.75,0.25,2.0,1.0,2,1,1,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.8574929257125441,0.8574929257125441,0.8574929257125441,0.8574929257125441,0.8574929257125441
1.0,1.0801234497346435,2.5,0.7071067811865476,1.5,1.0801234497346435,3,1,2,1.5811388300841898,2.040569415042095,2.5,2.5,2.5,0.7682212795973759,0.8497320296515647,0.9312427797057534,0.9399630388781336,0.9486832980505138
1.0,1.0606601717798212,2.375,1.0825317547305484,1.375,1.0231690964840563,4,2,3,1.0,1.75,2.5,2.811606960566988,3.5355339059327378,0.7682212795973759,0.7997727574480108,0.8944271909999159,0.953669674000161,1.0
